timestamp,gender_code,pronoun_code,age,ethnicity,pronouns,gender,sexuality,major,year,nonbinary,trans,cis,congruence,inclusive_behavior,comfort_general,comfort_reed,comfort_class,desire_general,desire_reed,desire_class,comfort_withsimilargenders,comfort_someoneelsefirst,comfort_proffirst,attention_general,attention_reed,attention_class,gender_perception_consistent,gender_pronouns_consistent,pronouns_represent,willmisgender_ifnopronouns,assume_pronouns_correctly,understand_better,profs_share,students_share,reed_support,misgendering_freq,misgendering_stigma,woman,man,non-binary,cisgender,transgender,questioning_gender,masculine,agender,genderfluid,queer_gender,lesbian_gender,feminine,demi,gnc,bigender,she,he,they,all,questioning_pronouns,bisexual,straight,pansexual,queer,questioning_sexuality,gay,lesbian,asexual,aspec,demisexual,polyamorous,enbian
2020-02-28T18:11:59Z,non-binary,they/them,20,middle eastern and white,they/them,"non-binary,transgender",queer,theater,Second Year,1,1,0,44,69,4,5,4,3,5,4,5,5,5,4,4,4,2,5,5,5,2,5,1,4,4,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:12:33Z,NA,she/her & they/them,21,White,"she/her,they/them",NA,bisexual,NA,Fourth Year,0,0,0,27,46,1,4,1,1,4,3,5,3,1,4,1,4,1,1,1,4,3,1,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:13:20Z,woman,she/her,21,White,she/her,woman,NA,mathematics,Fourth Year,0,0,1,51,37,5,5,5,4,5,5,5,4,4,3,1,2,5,5,4,2,5,3,1,2,4,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:13:28Z,non-binary,he/him & they/them,19,White,"they/them,he/him",non-binary,bisexual,computer science,First Year,1,0,0,31,47,1,4,1,4,4,4,5,5,5,5,4,4,1,5,5,3,1,4,1,1,3,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:15:34Z,non-binary,they/them,20,White,they/them,non-binary,lesbian,dance,Second Year,1,0,0,30,65,4,5,5,4,5,5,5,5,5,5,4,4,1,3,4,5,2,5,4,4,1,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:15:52Z,non-binary,they/them,21,"White, Latinx",they/them,non-binary,"bisexual,pansexual","environmental studies,chemistry",Third Year,1,0,0,35,43,1,4,5,3,4,5,5,5,5,4,2,1,2,4,1,5,2,4,4,2,5,4,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:18:07Z,woman,she/her,22,White,she/her,woman,bisexual,NA,Fourth Year,0,0,1,40,42,4,4,5,4,4,5,3,4,4,4,1,2,5,4,4,2,5,1,4,3,4,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:22:41Z,woman,she/her,22,White,she/her,woman,straight,history,Fourth Year,0,0,1,46,39,5,5,5,4,5,5,3,4,4,1,1,1,5,4,5,1,4,1,1,3,3,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:33:13Z,non-binary,they/them,20,White,they/them,non-binary,bisexual,biology,Second Year,1,0,0,40,63,4,3,5,4,4,5,5,5,5,5,5,3,3,5,5,5,3,5,2,3,5,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:39:08Z,non-binary,she/her,22,White,she/her,questioning_gender,bisexual,comparative literature,Fourth Year,1,0,1,37,48,5,4,5,3,3,3,3,5,5,2,2,2,4,3,1,3,4,2,1,3,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:40:34Z,non-binary,he/him,19,White,he/him,"man,non-binary,questioning_gender,masculine",straight,computer science,Second Year,1,0,1,29,33,4,4,5,3,3,4,4,4,5,4,4,1,1,1,1,3,4,3,4,4,3,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:51:54Z,man,he/him,20,White,he/him,man,bisexual,political science,Third Year,0,0,1,49,36,3,5,5,3,3,3,1,4,4,1,1,1,2,5,5,2,3,1,4,4,5,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:58:10Z,non-binary,they/them,21,White,they/them,"non-binary,agender",bisexual,anthropology,Fourth Year,1,1,0,41,56,5,5,5,5,4,5,5,5,5,1,1,1,1,5,4,5,2,3,3,3,5,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T18:59:46Z,non-binary,they/them,21,White,they/them,non-binary,queer,psychology,Third Year,1,1,0,41,50,4,5,5,1,3,3,5,4,1,5,1,4,1,5,5,3,1,3,4,3,4,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:00:45Z,non-binary,she/her & they/them,21,Latino,"she/her,they/them",non-binary,bisexual,anthropology,Fourth Year,1,1,0,30,48,4,4,4,2,2,1,5,5,5,5,5,1,1,4,2,1,3,2,2,3,4,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:06:56Z,woman,she/her & they/them,18,White,"she/her,they/them",woman,"bisexual,questioning_sexuality",NA,First Year,1,0,0,22,53,4,5,5,4,5,5,4,5,5,4,1,1,4,1,1,3,4,5,5,4,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:08:34Z,non-binary,he/him,19,White,he/him,"non-binary,masculine",pansexual,"anthropology,environmental studies",First Year,1,1,0,39,61,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,3,1,5,5,4,4,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:10:49Z,NA,she/her & they/them,22,White,"she/her,they/them",NA,bisexual,psychology,Fourth Year,1,0,0,26,56,1,1,1,3,4,4,5,NA,5,4,3,5,1,1,4,4,2,4,1,4,2,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:11:29Z,man,he/him,19,White,he/him,man,straight,mathematics,First Year,0,0,1,50,36,5,5,5,3,3,3,2,4,4,1,1,1,5,5,5,2,5,2,4,1,5,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:28:15Z,man,he/him,20,White,he/him,man,gay,history,Third Year,0,0,1,46,49,5,4,5,4,5,5,1,5,5,3,4,2,5,5,5,2,5,3,4,4,3,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:32:59Z,man,he/him,20,White,he/him,man,straight,computer science,Third Year,0,0,1,45,35,5,5,5,3,4,4,1,4,3,2,2,2,5,4,4,2,5,3,4,3,3,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:43:04Z,non-binary,he/him & they/them,22,White,"they/them,he/him","non-binary,masculine,demi",bisexual,classics,Fourth Year,1,0,0,30,59,4,4,3,3,4,3,5,4,4,4,1,3,3,4,4,1,4,4,3,3,4,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:43:19Z,woman,she/her,21,White,she/her,woman,bisexual,physics,Fourth Year,0,1,0,34,60,3,5,5,5,5,5,5,5,5,4,4,4,2,5,5,5,1,3,2,2,2,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T19:51:29Z,non-binary,she/her,21,White,she/her,gnc,lesbian,computer science,Fourth Year,0,0,1,33,35,4,5,5,1,4,4,3,5,4,2,2,2,4,1,1,2,5,3,1,3,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:01:57Z,non-binary,she/her,19,"White, Asian",she/her,"woman,cisgender",bisexual,history,First Year,0,0,1,50,52,5,5,5,3,3,3,3,5,5,2,2,2,5,5,5,2,5,3,4,3,4,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:10:03Z,woman,she/her,19,White,she/her,woman,"queer,questioning_sexuality",biology,Second Year,0,0,1,51,46,5,5,5,3,3,3,1,4,5,2,2,2,5,5,5,2,5,3,4,3,3,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:15:35Z,non-binary,she/her,21,White,she/her,"woman,cisgender",bisexual,psychology,Third Year,0,0,1,44,51,5,5,5,3,3,3,2,5,5,2,2,2,5,5,3,2,5,2,4,1,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:28:59Z,non-binary,they/them,22,White,they/them,non-binary,bisexual,linguistics,Fourth Year,1,1,0,30,56,1,5,5,1,5,4,5,5,5,1,2,2,1,5,4,5,2,5,1,3,2,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:30:27Z,NA,she/her,21,White,she/her,NA,bisexual,NA,Third Year,0,0,1,49,46,5,5,5,4,5,5,4,5,5,1,2,2,5,4,4,2,5,4,1,3,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:32:55Z,woman,she/her,20,White,she/her,woman,"straight,questioning_sexuality",linguistics,Second Year,0,0,1,40,38,4,5,5,1,5,5,3,5,3,1,2,2,4,4,5,1,4,3,4,3,3,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:44:01Z,man,he/him,20,White,he/him,man,straight,mathematics,Second Year,0,0,1,39,45,5,5,5,4,4,4,2,4,4,4,4,1,5,4,4,2,1,3,4,3,5,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:50:09Z,non-binary,he/him,20,White,he/him,"non-binary,man,masculine",pansexual,linguistics,Second Year,1,1,0,39,57,5,4,5,4,5,5,5,4,5,4,1,1,1,1,2,4,1,3,2,1,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:58:03Z,man,he/him,21,"White, Asian",he/him,man,"bisexual,queer",comparative literature,Third Year,0,0,1,43,38,4,4,4,3,3,1,3,4,1,1,1,2,5,4,5,2,5,1,1,3,5,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T20:59:56Z,non-binary,he/him,20,White,he/him,"non-binary,masculine",gay,physics,Third Year,0,0,1,52,32,5,3,5,3,3,3,1,4,4,2,2,2,5,4,4,2,5,2,4,1,5,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T21:09:02Z,woman,she/her,20,White,she/her,woman,bisexual,psychology,Third Year,0,0,1,45,40,5,5,5,4,4,4,4,5,5,2,2,2,5,5,5,2,5,2,3,2,3,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020-02-28T21:09:52Z,non-binary,she/her & they/them,20,White,"she/her,they/them",non-binary,lesbian,psychology,Second Year,1,0,0,49,44,4,5,4,4,4,3,5,5,5,3,1,3,4,5,5,3,3,4,1,1,4,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
